"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Butts County, Georgia",240.6,41505,23593,21.3,38.4,2.7,46.6,10.3,6.070755704
"Otter Tail County, Minnesota",156.9,51510,57716,11.2,46.7,2.34,60.2,4.4,7.511606314
"Kings County, California",147.7,44490,150965,24.9,31.4,3.19,44.3,13,6.638754179
"Lawrence County, Indiana",197.2,45232,45495,12.5,41.9,2.44,56.6,6.3,5.305999397
"Lincoln County, Idaho",145.9,44046,5297,14.1,33.8,3.21,59.5,6,6.751054852
"Jim Wells County, Texas",164.6,46200,41382,20.2,34.6,2.97,50.7,6.6,8.130335207
"Refugio County, Texas",217.1,43654,7289,16.9,42.7,2.59,51.1,6.7,8.271186441
"Hunt County, Texas",198.5,43385,89844,20.5,38,2.77,50.4,11.4,4.433836917
"Humphreys County, Mississippi",220.9,25562,8669,40.3,35.3,2.91,26.8,26.8,9.134847753
"Kanabec County, Minnesota",162.2,48908,15837,13.8,43.9,2.55,54.9,9.8,4.499229584
"Jackson County, Kentucky",261,29090,13352,26.8,39.8,2.39,59.2,12.3,6.838709677
"Avoyelles Parish, Louisiana",228,34022,41103,25.5,38.2,2.52,44.8,9.6,5.000553159
"Nelson County, North Dakota",205.3,45040,2968,10.8,52.8,1.95,58.5,0.7,10.42553191
"Graham County, Arizona",174,46046,37666,20,32,3.02,45.7,14.1,9.188988095
"Lincoln County, New Mexico",123.4,39995,19420,20.1,50.4,2.33,52.2,7.3,8.532518066
"Montgomery County, Georgia",163.1,36436,8951,22.4,38,2.62,45.1,6.7,6.796116505
"Crawford County, Michigan",178.6,41101,13801,16.5,49.3,2.3,55.1,12,3.797949107
"Summit County, Ohio",178.1,50453,541968,13.4,40.7,2.41,47.2,8.4,4.582141722
"Murray County, Oklahoma",203.3,43783,13936,15.1,41.3,2.5,53.2,3.6,3.244147157
"Wayne County, Illinois",180,46839,16423,14.9,42.4,2.34,59.8,5.3,6.710020692
"Sharkey County, Mississippi",215.1,27877,4585,37.4,38.5,2.64,32.9,22.1,7.020547945
"Douglas County, Wisconsin",192.8,46475,43601,13.9,40.6,2.28,47.6,7,6.150455775
"Belmont County, Ohio",185.2,41983,69154,16.1,43.9,2.35,50.6,8.5,3.534951105
"San Diego County, California",157.1,66034,3299521,14.7,35.1,2.86,47.2,8.7,4.953958986
"Camden County, Missouri",152.7,44410,44237,17.5,49.8,2.6,57,9.1,5.73630137
"Musselshell County, Montana",196.6,39827,4582,19.1,48.5,2.43,58,4.6,7.611241218
"Genesee County, Michigan",192.1,41787,410849,21.5,39.6,2.48,44.6,13.2,4.863978687
"Essex County, Virginia",183.4,48277,11130,14.5,44.8,2.53,45.4,8.5,1.972920696
"Tioga County, New York",160.5,52195,49453,11.4,43.6,2.5,55.2,6.9,6.184505988
"Seward County, Nebraska",152.3,61802,17110,8.2,458.4,2.46,58.1,3.5,9.675645959
"Orleans Parish, Louisiana",193.6,35468,389617,27.9,35.4,2.38,30,10.3,5.131693567
"Marlboro County, South Carolina",231.1,31170,27494,31.4,39.4,2.5,38.6,15.5,6.399574544
"Randolph County, North Carolina",177.5,41770,142799,16.7,40.5,2.59,52.9,9,5.037284569
"Kenosha County, Wisconsin",188.1,53945,168437,15.4,37.4,2.62,47.6,9.7,4.702469467
"Caroline County, Maryland",185.6,49573,32579,16,40.1,2.7,50.2,8.8,5.404323459
"Sevier County, Arkansas",179.5,37014,17290,20.4,34.9,2.81,53.3,9.3,5.671792286
"Christian County, Illinois",196,46870,33642,14.4,42,2.31,51.1,5.4,4.048467569
"Wayne County, Iowa",150.9,42006,6385,16.7,44.5,2.41,55.5,4.3,7.016060862
"Metcalfe County, Kentucky",218,30460,9909,25.2,43.4,2.51,58.4,7.4,11.46987952
"Maverick County, Texas",150.2,32248,57706,26.5,29.9,3.48,52,13.1,8.605012198
"Gem County, Idaho",190,41688,16852,15.9,44.7,2.63,52.2,14.2,4.495990836
"Cache County, Utah",104.1,51735,120783,14.2,25,3.19,56.1,5.5,7.221172023
"Colonial Heights city, Virginia",159.3,52355,17820,11.5,40,2.44,47.4,8.3,3.664122137
"Van Buren County, Michigan",188.2,46715,75077,16.5,41.3,2.61,51.1,8.4,4.666419111
"Grainger County, Tennessee",211,35704,22846,21.9,43.6,2.52,57.9,9.5,3.497356649
"Ochiltree County, Texas",198.4,61773,10747,10.7,31.7,2.86,56.3,5.2,9.821782178
"Monroe County, Florida",168.5,57411,77482,14,46.8,2.55,45.8,6,4.966521485
"Scott County, Mississippi",211,32049,28265,26.9,36,2.85,42.7,13.1,5.869989491
"Forsyth County, North Carolina",179.9,45944,369019,19.7,37.7,2.46,46.6,9.5,4.481749235
"Haywood County, Tennessee",183.7,35470,18023,24.7,39.9,2.57,43,10.5,4.488542405
"Pike County, Alabama",183.3,31844,33046,26.4,31.3,2.44,39.8,10.2,6.44886666
"San Jacinto County, Texas",215.4,43087,27413,18.6,43.6,2.84,55.5,12.6,5.042979943
"Brown County, Minnesota",161.5,52272,25313,8.9,43.5,2.27,55.4,3.2,5.656722201
"Deaf Smith County, Texas",180.8,41499,18952,19.2,31.5,3.05,53.9,5.4,9.004952724
"Carroll County, Mississippi",191.7,38219,10243,17.9,44.6,2.75,53.1,11.9,3.765060241
"Harford County, Maryland",169.9,79403,250290,8,40.1,2.69,54.7,6.4,6.156408818
"Jefferson County, Florida",173.5,40205,14081,18,45.3,2.17,46.3,9.4,5.135032332
"Butler County, Missouri",220.7,35774,42951,21.3,40,2.51,51.4,9.4,5.075560188
"Douglas County, Kansas",153.7,49246,118053,19.4,28.8,2.43,39.5,6,4.146877226
"Franklin County, Tennessee",180.5,43851,41449,16.5,41.5,2.4,52.7,9.5,5.292111343
"Morris County, New Jersey",150.3,100511,499509,5,42,2.72,56.7,6.3,3.635690867
"Jefferson County, Pennsylvania",183.2,43810,44430,13.3,43.6,2.38,54.5,6.4,6.414368185
"Douglas County, Missouri",166.5,31805,13373,23,47.3,2.54,58.6,9,6.128904705
"Crockett County, Tennessee",184.3,37853,14601,19,39.7,2.64,49.9,7.4,4.708383961
"Kiowa County, Colorado",200.9,42310,1423,13.5,41.2,2.45,55.5,2,3.095975232
"Las Animas County, Colorado",162.2,39625,14058,17.4,45,2.36,52.2,9.2,3.897032535
"Adams County, Mississippi",212.3,32327,31254,32.9,40.7,2.5,37.8,11.3,3.939346569
"Major County, Oklahoma",182.3,54107,7771,11.8,41.6,2.49,62.2,5.4,5.897114178
"Ross County, Ohio",203.9,42466,77170,19.2,40.6,2.52,49.2,11.3,4.967320261
"Richland County, Illinois",179.3,43396,16029,14.6,42.4,2.43,52.5,5.4,4.929577465
"Modoc County, California",160.8,39172,8965,20.2,47.8,2.32,52.1,8.6,8.313253012
"Peoria County, Illinois",194.4,52448,186221,16.7,36.8,2.39,46.3,8.7,6.690267073
"Titus County, Texas",155.8,40680,32623,20.6,33.8,3.08,53,7.5,6.467919637
"Alpena County, Michigan",179.3,38121,28803,16.8,47.1,2.24,53.2,9.3,4.633003644
"Dallas County, Arkansas",250,34018,7604,21,43.4,2.26,52.3,8.3,1.704199635
"Prowers County, Colorado",202.4,39184,11954,20.9,37.6,2.44,54.6,9.7,6.036139946
"Sawyer County, Wisconsin",208.5,40701,16376,17,49.3,2.19,57,9.8,4.272316777
"Shelby County, Illinois",164.4,48994,21775,11.7,44.4,2.42,60.3,6.2,4.376511986
"Walker County, Alabama",231.3,37245,65294,23.5,42.4,2.54,51,11.4,5.931679153
"Harper County, Oklahoma",159.7,49204,3754,10.6,39,2.57,57.2,1.6,4.274611399
"Rutland County, Vermont",178.8,44888,59736,13.5,45.5,2.29,49.4,6.6,4.093296262
"Baltimore city, Maryland",226,41895,621849,23.3,34.6,2.47,26.6,13.1,5.449538255
"Rockdale County, Georgia",162.1,48287,88856,17.3,37.5,2.91,46.4,11.2,5.788659325
"Calhoun County, West Virginia",226.5,32162,7470,21.8,47,2.44,55.7,18.1,4.780114723
"Ketchikan Gateway Borough, Alaska",205,57776,13709,12.4,38.7,2.55,48.1,7.9,4.936667749
"Owyhee County, Idaho",152.5,38478,11310,23.6,37.5,2.85,51,11.7,9.079391892
"O'Brien County, Iowa",176.1,55968,13984,10.3,44,2.28,61.6,2.8,7.056603774
"Polk County, Oregon",165.5,52626,79391,14.1,37.4,2.65,51.8,10.8,4.832893816
"Palo Alto County, Iowa",152.6,50600,9133,11.5,42.9,2.23,58.1,2.9,4.690117253
"Raleigh County, West Virginia",198.2,40270,77510,17.7,41.6,2.4,51.3,6.6,3.77850558
"Greene County, New York",187.3,52597,47625,11.1,45.2,2.55,48.2,9.1,4.626911005
"Tillamook County, Oregon",165.1,41662,25653,17.5,48,2.45,52.2,7.8,5.352172982
"Lyon County, Kentucky",202,43067,8306,15.4,49,2.19,46.9,7.6,2.598366741
"Person County, North Carolina",198.1,45841,39259,18.7,508.8,2.52,47.6,11.9,6.140350877
"Dorchester County, South Carolina",172.9,56388,152478,12.8,35.8,2.77,51,8,5.952316445
"Montgomery County, Kansas",208.4,42221,33314,18,39.4,2.47,50.3,8.7,6.411140218
"Hamilton County, Texas",182.8,41207,8159,16.2,48.6,2.52,56.1,5.9,5.684931507
"Hancock County, West Virginia",184.1,48178,29815,12.9,45.6,2.32,51.8,7.2,5.693029274
"Worcester County, Maryland",186.8,55691,51540,11.9,49.1,2.45,50.7,9.9,5.625635809
"Oneida County, Wisconsin",185.3,49040,35567,12.6,49.9,2.33,56.8,6.3,4.641415709
"Wallace County, Kansas",175.5,49109,1518,12,41.8,2.52,60.1,5.4,8.333333333
"Vilas County, Wisconsin",177,41211,21387,14.8,52.6,1.99,59.8,8,4.69334869
"Jewell County, Kansas",165.8,44101,2970,13.5,52.1,2.1,63.5,2.5,6.681034483
"Tuolumne County, California",159.9,49476,53709,14.3,48.6,2.28,51.8,12.9,3.962223187
"Newton County, Georgia",182.4,48058,105473,19.4,429.6,2.92,44.4,11.8,6.215613383
"Okmulgee County, Oklahoma",214.1,38183,39187,21.5,39.2,2.53,46.1,10.4,6.833686191
"Calumet County, Wisconsin",157.9,68430,49762,5.9,39,2.66,62,3.1,4.330985915
"Virginia Beach city, Virginia",168.1,67676,452745,8.6,35,2.63,50.1,6.1,5.841796248
"Johnson County, Texas",185,55926,159990,13.3,36.7,2.84,57.1,7.3,6.554953179
"Clermont County, Ohio",178.7,62158,201973,11.2,39.5,2.65,55.1,5.5,5.170612813
"Pushmataha County, Oklahoma",226.4,32215,11183,23.1,44.8,2.34,53,10.6,5.050505051
"Alcona County, Michigan",177,36377,10349,17.5,56.6,2.08,60.5,12.2,2.960526316
"Hillsborough County, Florida",168.9,50758,1349050,16.8,36.6,2.64,45.1,9,4.752577535
"Ramsey County, Minnesota",166.5,55070,538133,16.5,34.6,2.47,44,7.1,6.13624584
"Zapata County, Texas",112.5,33291,14374,32.6,29.2,3.16,52.3,12.2,9.67556704
"Teller County, Colorado",145,62380,23385,9.5,49.4,2.42,60.1,8.2,2.019315189
"Phillips County, Kansas",171.1,45856,5428,11.4,44.7,2.29,60.5,4.3,9.342230696
"Beckham County, Oklahoma",182.4,46625,23768,15,34.7,2.87,45.8,2.9,3.754407799
"Dubuque County, Iowa",167.8,55320,97125,11.5,38.8,2.41,53.2,4.3,5.831840933
"Platte County, Nebraska",155.1,61768,32847,8.4,38,2.53,57.2,4.5,5.33869116
"McLean County, Illinois",168.5,60460,173166,14.3,32.7,2.53,47.6,5.5,4.528860796
"Cumberland County, Pennsylvania",154.6,62692,246338,9.1,40.8,2.38,52.6,5.6,4.691477538
"Douglas County, Illinois",177.5,52526,19823,10,38.3,2.58,57.7,6.1,6.28798504
"Essex County, New Jersey",161.8,54603,797434,16.7,36.9,2.77,39.1,13,5.084469955
"Winston County, Alabama",203.4,35528,23877,20.1,43.9,2.53,52.7,9.6,5.871779509
"Carter County, Tennessee",193.2,34354,56486,24.6,43.6,2.31,53.2,8.1,3.66841353
"Morgan County, Illinois",187.8,46406,34828,15.1,41,2.29,48.8,8.3,4.011231448
"Franklin County, Kansas",175,50745,25609,13.3,39,2.56,58.8,6.9,7.582938389
"Clayton County, Iowa",168.3,49018,17644,10.8,45.4,2.3,58.6,4.2,5.962622367
"Kane County, Illinois",156.6,72131,530847,10.7,35.9,3.01,54.3,7.6,5.683202717
"Okanogan County, Washington",175.9,37782,41516,23.2,42.6,2.42,54.1,8.9,4.204317269
"Scotland County, Missouri",195.4,38281,4854,16.3,39.1,2.58,53.5,4,10.28806584
"Emmet County, Iowa",160.2,47342,9769,11.3,41.5,2.23,53.1,4.6,4.356151269
"Jerauld County, South Dakota",161.3,48773,1997,14.9,47.5,2.31,62.3,0.9,10.03039514
"Rusk County, Wisconsin",195.2,39999,14124,16.9,47.5,2.27,55.5,5.9,4.399845619
"Acadia Parish, Louisiana",230.5,40269,62577,22,35.7,2.7,47.3,10.1,6.938635585
"Bartholomew County, Indiana",185.4,54101,81162,11.8,38.1,2.57,54,5.4,5.180542459
"Dimmit County, Texas",148,36856,10980,25,34.6,2.96,36.6,10.3,2.542372881
"McLean County, North Dakota",153.1,56616,9744,10.1,47.1,2.18,64.2,1.6,6.094022055
"Peach County, Georgia",222.3,40550,26720,21.7,34.7,2.5,44.7,11.3,2.874946891
"Oregon County, Missouri",167.7,29415,10953,23.9,45.8,2.48,53.9,7.1,10.04694836
"Copiah County, Mississippi",194.9,35314,28773,26,38.1,2.82,43.7,14.3,4.448742747
"Wheeler County, Oregon",144.6,33387,1358,23.3,56.5,1.97,60.6,8.5,1.754385965
"Guilford County, North Carolina",163.9,44828,517600,17.3,36.9,2.46,45.3,8.8,5.372916101
"Blanco County, Texas",154,57177,11004,12,48.6,2.55,61.9,6.4,3.865213082
"Catawba County, North Carolina",176.4,45080,155056,16.2,40.8,2.59,51.7,8.2,4.107398367
"Larue County, Kentucky",192.6,40312,14241,18,40.6,2.6,49.4,9.3,5.039267016
"Fayette County, Pennsylvania",198.7,36902,133628,20.2,44.2,2.41,47.6,8.4,5.078382982
"Cavalier County, North Dakota",170.7,54057,3828,9,50.8,2.17,66,0.8,7.1197411
"Pemiscot County, Missouri",239.8,32120,17482,28.7,37.6,2.53,41.5,11.2,6.710775047
"Clay County, Indiana",186.4,44385,26503,14.5,40.4,2.54,57.8,7.8,8.386023295
"Orange County, Indiana",201.5,39572,19605,18,40.9,0.0254,54.4,6.8,6.829499644
"Wythe County, Virginia",175.9,41132,29119,15.6,43.6,2.44,53.7,9.6,2.933713923
"Claiborne County, Mississippi",175.9,26083,9150,42.6,32.7,2.74,26.2,17.5,5.663430421
"Clarke County, Alabama",194,36620,24675,24.9,41.1,2.57,45.5,19.4,2.570564516
"Stearns County, Minnesota",153.7,55832,154708,13.4,34,2.52,50,5,4.490661015
"Bingham County, Idaho",155.8,47292,44990,15,32.9,3.07,58.9,7.1,7.30438263
"Walthall County, Mississippi",202.5,31607,14638,26.4,39.4,2.58,46,11.1,4.465958776
"Knox County, Texas",165.2,36929,3860,21.3,40.9,2.55,52.3,7.1,4.12371134
"Fremont County, Idaho",140.9,45578,12819,15.1,36.3,2.75,65.3,6,6.445533358
"Butler County, Nebraska",167.3,54240,8115,9.2,44.7,2.26,60.8,4.2,11.30834977
"Alachua County, Florida",182.4,44325,259964,21.6,30.8,2.46,37.7,7.9,3.204859373
"Nottoway County, Virginia",201.5,37996,15673,24.3,41.5,0.0254,42.7,10.8,7.331771008
"Texas County, Missouri",161.3,33755,25690,21.5,41.6,2.67,48.4,8.1,4.813502813
"Greenbrier County, West Virginia",195.1,36996,35516,21.1,45.3,2.28,52.2,7.2,4.354354354
"Atkinson County, Georgia",213.5,31740,8398,26.5,34.9,2.98,49.8,7.3,5.448065173
"Morgan County, Indiana",200.8,54849,69648,11.5,40.9,2.68,56.5,7.3,4.493889063
"Republic County, Kansas",154.1,42381,4725,12.7,50.9,2.07,57.4,3.8,7.552083333
"Sequoyah County, Oklahoma",214.9,35592,41153,27.9,39.9,2.64,52.7,9.8,6.132732926
"Casey County, Kentucky",254.3,29344,15808,30.6,42.1,2.44,58.7,9,5.148741419
"Piatt County, Illinois",164.9,65971,16387,7.4,43.3,2.47,62.9,6.3,6.54640675
"Montgomery County, Mississippi",194.5,31963,10152,24.7,41.7,0.0243,48.2,8.5,7.049608355
"Kauai County, Hawaii",149.4,58883,71735,12.3,41.6,3.07,51.8,5.4,4.798813776
"Orange County, California",143.8,76061,3169776,12.9,37.1,3.04,50.1,7.6,4.827807522
"Rowan County, Kentucky",235.2,37287,23892,23.4,32.2,2.44,41.6,6.5,4.886769964
"McCone County, Montana",130.6,43132,1683,15.4,51.2,2.31,66.3,0.8,8.620689655
"Richmond County, Georgia",197.6,36012,201793,26,33.3,2.68,35.2,12,6.251597303
"Camp County, Texas",182.2,37801,12682,23.9,37.8,2.81,50.3,8.5,9.097345133
"Converse County, Wyoming",196.6,63166,14236,9.3,40.3,2.47,58.9,5.1,9.966777409
"Tom Green County, Texas",159.3,45261,118105,15.6,33.9,2.54,46.6,4.7,5.508398049
"Noble County, Ohio",122.5,43953,14326,16.3,50.2,2.45,51.6,7,6.422798809
"Caddo County, Oklahoma",211.4,39933,29343,23.5,37,2.77,48,9.5,5.189317106
"Yolo County, California",158.9,54509,213016,19.5,30.9,2.77,43.1,9,4.109357003
"Bottineau County, North Dakota",174.1,56965,6716,9.7,46,2.09,60.2,2.6,4.568106312
"Shenandoah County, Virginia",171.4,45430,43190,12,43.8,2.47,55.6,6,7.406593407
"Marion County, Indiana",201,42700,939020,21.3,34.1,2.5,39.4,10.1,5.992308937
"Winnebago County, Wisconsin",172.9,52711,169546,12.1,37.7,2.33,48.7,4.7,4.928895838
"Lewis and Clark County, Montana",159.7,53572,66418,12,40.9,2.38,51.7,4.9,5.247084953
"Sacramento County, California",168.9,55803,1501335,18.1,35.5,2.76,45,11.8,5.384470827
"Pickens County, South Carolina",165.3,41375,121691,19.5,35.4,2.53,46.9,9.2,4.192927752
"Comal County, Texas",158.3,64533,129048,9.2,42.4,2.7,59.4,4.9,6.213794701
"Haskell County, Texas",172.4,35607,5737,25.1,43.4,2.2,52.7,6.9,4.519119351
"Anderson County, South Carolina",177.3,43124,194692,16.7,40.5,2.55,52,9.2,6.330413359
"Bristol city, Virginia",226.6,34099,17141,21.8,41.8,2.22,46.2,10.7,3.86837478
"Comanche County, Oklahoma",186.9,46071,124648,18.6,31.8,2.69,45.7,8.6,6.253896381
"Vance County, North Carolina",198.5,33609,44568,27,40,2.65,37.7,12.2,6.678752027
"King George County, Virginia",195.7,76206,25515,7.5,36.6,2.96,56.6,7.4,6.194544857
"Lewis County, West Virginia",218.4,40568,16448,20,43.3,2.48,50.6,7.2,4.374100719
"Portage County, Ohio",186.3,52047,162275,14.2,37.6,2.54,46.6,8.7,3.908475144
"Pinellas County, Florida",165,45162,949827,15.2,47.1,2.27,44.2,8.4,4.507693163
"Alameda County, California",147.7,76996,1638215,12.5,37.1,2.78,47.8,8.3,5.014712267
"Plaquemines Parish, Louisiana",180.7,51304,23495,16,36.5,2.7,52.2,4.7,6.549831829
"Clay County, Kentucky",266.2,25215,21013,38.2,39.1,2.53,48.2,15.9,7.638737758
"Carter County, Missouri",255.8,32170,6263,24,40.9,2.54,46.7,9.7,2.629656684
"Fairfield County, Ohio",173.4,59921,151408,9.6,39,2.66,55.6,6.9,5.968296134
"Defiance County, Ohio",188.6,53026,38352,11.7,39.7,2.49,53.5,8.4,6.066465257
"Grant County, Wisconsin",166.9,46972,52250,15,36.1,2.44,48.6,4.6,5.174434328
"Cabell County, West Virginia",194,34887,96844,21.9,38.5,2.32,43,6.8,4.521925134
"Gove County, Kansas",136.2,50886,2640,10.4,47.4,2.25,69.1,1.9,8.951965066
"Bulloch County, Georgia",184.2,36315,72651,31.4,26.3,2.54,38.1,9.1,3.911889349
"Denver County, Colorado",163.7,54872,682545,15.9,34.1,2.3,39.2,6.3,5.543167508
"Renville County, Minnesota",176.5,54386,14892,11.3,44.5,2.34,57.1,5,5.738255034
"Obion County, Tennessee",215.6,40683,30639,20.8,42.1,2.42,52.1,11.2,4.063986165
"Wood County, Wisconsin",156.6,51003,73435,11.3,43.4,2.3,55.3,6.6,4.989577905
"Hancock County, Mississippi",179.8,46288,46420,19.8,41.8,2.43,50.9,10.1,4.851190476
"Houston County, Texas",176.8,33698,22785,25.9,44.5,2.45,43.9,6.4,3.995098039
"Teton County, Idaho",114.2,57644,10564,11.6,35.2,2.85,52.9,8.5,7.958199357
"Graham County, Kansas",134,45341,2591,12,49.8,2.12,60.8,2.4,10.81081081
"Hancock County, Tennessee",230.9,27323,6572,29.5,44.2,2.35,51.7,12.1,8.014184397
"Carroll County, Iowa",176.6,52367,20498,9.9,42.3,0.0236,57.1,3.3,4.378496716
"Putnam County, Indiana",197.1,49467,37585,13.5,37.5,2.52,45.4,7.3,4.543828265
"Colusa County, California",153.3,48006,21482,14.3,34,3.04,55.1,10.4,6.602564103
"Delaware County, Oklahoma",182.4,36424,41459,18.8,45.8,2.47,55,9.2,4.550418639
"Albany County, Wyoming",128.4,42838,37956,24,26.6,2.26,39.8,4.7,4.074920055
"Orleans County, New York",184.2,46577,41582,15.5,42.2,2.43,48.4,9,4.445372013
"DeKalb County, Alabama",170.6,36241,71130,24,39.3,2.81,53.5,7.7,6.414172266
"Sweet Grass County, Montana",165.6,45000,3634,12,46.1,2.55,62.4,0.9,9.191759113
"Webster County, Nebraska",162.7,40979,3625,12.7,47.5,2.31,57.2,4.7,3.524229075
"Dade County, Georgia",238.2,42953,16264,16.4,40.7,2.47,57,6.1,3.774056486
"Pontotoc County, Mississippi",180.8,40198,30908,17.7,37,2.87,49.2,6.6,5.189340813
"Leslie County, Kentucky",262.7,27777,10711,33,42,2.59,49.5,17,3.237555645
"Noble County, Indiana",186.5,50997,47733,11.1,37.9,2.58,56,8.8,6.541519012
"Carroll County, Illinois",194.4,50750,14616,12.6,47.5,0.0222,56.1,8.1,4.903978052
"Fremont County, Colorado",166.2,41385,46692,19.1,43.5,2.21,49.8,9.2,5.417177079
"Fall River County, South Dakota",187.8,42007,6867,17,52.4,2.14,52.3,4.1,6.16375345
"Livingston County, Michigan",162.7,74341,187316,6.1,42.1,2.66,58.9,5.9,4.426612689
"Fayette County, West Virginia",217,36739,44997,21.4,43.2,2.47,50.9,9.2,6.526136485
"Lancaster County, Pennsylvania",157.6,57369,536624,10.5,38.4,2.64,54.8,6.1,6.226276831
"Tattnall County, Georgia",216.4,34010,25229,28.2,36.2,2.46,43.4,7.9,8.461219411
"Buchanan County, Missouri",189.9,45431,89100,17.8,36.8,2.58,44.9,7.5,6.216255654
"Grundy County, Tennessee",218.9,28086,13441,26.1,42.6,2.55,48.4,10.2,5.094207955
"Carroll County, Virginia",172.5,38474,29724,17,46.1,2.37,56.5,6.7,5.65626049
"Clinton County, Iowa",191.8,48528,47768,12.9,42.1,2.36,52.1,4.8,4.6635126
"Grant County, North Dakota",147.3,39679,2388,16.1,53.6,2.05,62.6,3.4,7.277628032
"Wise County, Texas",180,59904,62953,10,39.3,2.86,57.1,7.5,7.013024188
"Gasconade County, Missouri",180.8,44065,14858,13.5,45.6,2.35,56.6,6.1,6.720977597
"Mahoning County, Ohio",190.7,41316,231900,18.9,43.3,2.32,45.1,9.5,4.348522463
"McClain County, Oklahoma",175,58392,38066,10.2,38.3,2.74,60.9,3.9,5.778802962
"Delaware County, Iowa",154.1,55958,17403,8.9,43.1,2.48,57.8,3.6,5.807872282
"Mecosta County, Michigan",177.2,41572,43067,23,35.7,2.61,44.2,12.2,4.303337477
"Charles County, Maryland",186.7,86703,156118,7.2,37.7,2.84,50,6.3,4.693221178
"Reeves County, Texas",148.3,39006,14732,24.8,35.6,3.06,44.7,6.7,8.634992459
"Cumberland County, New Jersey",189.6,45438,155854,19.5,36.9,2.86,39.6,11.1,5.846434788
"Butte County, Idaho",107.2,42907,2501,14.8,40.9,2.59,56.6,6.8,4.31372549
"Gooding County, Idaho",151.5,44669,15284,17.1,36.3,2.84,59.1,3.8,6.793917826
"Marion County, Mississippi",205.5,33428,25563,30.4,39.1,2.58,50.3,10.4,7.310838446
"Taylor County, Texas",178.2,45559,136051,15.9,32,2.59,48.1,5.9,6.232108779
"Yuma County, Colorado",184.3,46838,10146,14,36,2.6,55.2,2.5,4.737575476
"Bradley County, Arkansas",214,32734,11094,27.4,40.6,2.39,51.6,9.4,5.141916907
"Barton County, Missouri",172.5,37581,11880,19.1,41.1,2.41,64.2,6.5,5.542168675
"Calhoun County, Iowa",181.5,49456,9818,13.7,46,2.19,55.8,4,6.876456876
"Gray County, Texas",178.7,49012,23210,14.2,37,2.59,52.1,5.4,7.321274763
"Jackson County, Kansas",178.7,53796,13338,10.3,40.8,2.51,61.4,4.4,5.896980462
